Tanggal,Produk,Jumlah_Unit_Terjual,Harga_Per_Unit,Total_Penjualan,Jenis_Promosi,Ketersediaan_Stok,Kampanye_Pemasaran,Inflasi,Suku_Bunga,Tingkat_Pengangguran,Suhu,Curah_Hujan,Aktivitas_Kompetitor
2021-03-01,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-03-02,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-03-03,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-03-04,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-03-05,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-03-06,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-03-07,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-03-08,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-03-09,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-03-10,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-03-11,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-03-12,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-03-13,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-03-14,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-03-15,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-03-16,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-03-17,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-03-18,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-03-19,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-03-20,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-03-21,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-03-22,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-03-23,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-03-24,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-03-25,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-03-26,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-03-27,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-03-28,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-03-29,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-03-30,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-03-31,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-04-01,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-04-02,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-04-03,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-04-04,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-04-05,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-04-06,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-04-07,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-04-08,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-04-09,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-04-10,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-04-11,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-04-12,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-04-13,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-04-14,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-04-15,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-04-16,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-04-17,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-04-18,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-04-19,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-04-20,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-04-21,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-04-22,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-04-23,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-04-24,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-04-25,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-04-26,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-04-27,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-04-28,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-04-29,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-04-30,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-05-01,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-05-02,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-05-03,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-05-04,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-05-05,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-05-06,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-05-07,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-05-08,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-05-09,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-05-10,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-05-11,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-05-12,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-05-13,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-05-14,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-05-15,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-05-16,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-05-17,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-05-18,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-05-19,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-05-20,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-05-21,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-05-22,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-05-23,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-05-24,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-05-25,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-05-26,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-05-27,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-05-28,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-05-29,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-05-30,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-05-31,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-06-01,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-06-02,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-06-03,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-06-04,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-06-05,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-06-06,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-06-07,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-06-08,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-06-09,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-06-10,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-06-11,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-06-12,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-06-13,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-06-14,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-06-15,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-06-16,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-06-17,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-06-18,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-06-19,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-06-20,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-06-21,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-06-22,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-06-23,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-06-24,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-06-25,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-06-26,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-06-27,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-06-28,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-06-29,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-06-30,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-07-01,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-07-02,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-07-03,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-07-04,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-07-05,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-07-06,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-07-07,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-07-08,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-07-09,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-07-10,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-07-11,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-07-12,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-07-13,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-07-14,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-07-15,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-07-16,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-07-17,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-07-18,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-07-19,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-07-20,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-07-21,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-07-22,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-07-23,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-07-24,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-07-25,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-07-26,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-07-27,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-07-28,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-07-29,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-07-30,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-07-31,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-08-01,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-08-02,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-08-03,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-08-04,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-08-05,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-08-06,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-08-07,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-08-08,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-08-09,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-08-10,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-08-11,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-08-12,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-08-13,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-08-14,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-08-15,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-08-16,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-08-17,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-08-18,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-08-19,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-08-20,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-08-21,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-08-22,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-08-23,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-08-24,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-08-25,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-08-26,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-08-27,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-08-28,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-08-29,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-08-30,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-08-31,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-09-01,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-09-02,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-09-03,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-09-04,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-09-05,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-09-06,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-09-07,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-09-08,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-09-09,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-09-10,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-09-11,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-09-12,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-09-13,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-09-14,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-09-15,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-09-16,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-09-17,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-09-18,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-09-19,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-09-20,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-09-21,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-09-22,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-09-23,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-09-24,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-09-25,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-09-26,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-09-27,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-09-28,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-09-29,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-09-30,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-10-01,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-10-02,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-10-03,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-10-04,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-10-05,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-10-06,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-10-07,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-10-08,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-10-09,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-10-10,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-10-11,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-10-12,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-10-13,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-10-14,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-10-15,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-10-16,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-10-17,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-10-18,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-10-19,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-10-20,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-10-21,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-10-22,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-10-23,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-10-24,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-10-25,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-10-26,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-10-27,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-10-28,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-10-29,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-10-30,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-10-31,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-11-01,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-11-02,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-11-03,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-11-04,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-11-05,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-11-06,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-11-07,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-11-08,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-11-09,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-11-10,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-11-11,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-11-12,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-11-13,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-11-14,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
2021-11-15,Produk E,90,300000,27000000,Diskon,80,Online,2.9,5.4,5.4,26,110,Peluncuran Produk
2021-11-16,Produk A,50,100000,5000000,Diskon,100,Online,3.1,5.5,5.0,28,100,Promosi
2021-11-17,Produk B,60,200000,12000000,Cashback,150,Offline,2.8,5.0,5.1,30,80,None
2021-11-18,Produk C,70,150000,10500000,Bundling,120,Social Media,3.0,5.3,5.2,29,120,Penurunan Harga
2021-11-19,Produk D,80,250000,20000000,None,200,None,2.7,5.1,5.3,27,90,None
